payment_id,order_id,payment_date,type,status,currency,gross_amount,fee_amount,customer_email,processor_batch
PAY-0202-000153,ORD-0202-00146,2026-07-22 14:57:57,charge,captured,USD,444.71,13.20,liam.weber19@example.com,BATCH-224
PAY-0202-002110,ORD-0202-02005,2026-07-19 01:43:31,charge,captured,USD,301.74,9.05,omar.weber22@example.com,BATCH-194
PAY-0202-001754,ORD-0202-01668,2026-07-10 00:49:09,charge,captured,USD,355.11,10.60,hugo.smith54@example.com,BATCH-103
PAY-0202-002309,ORD-0202-02196,2026-07-14 12:32:45,charge,captured,EUR,237.42,7.19,rosa.novak42@example.com,BATCH-143
PAY-0202-000051,ORD-0202-00048,2026-07-06 12:48:40,charge,captured,USD,98.65,3.16,zoe.khan70@example.com,BATCH-061
PAY-0202-000764,ORD-0202-00719,2026-07-26 02:34:07,charge,captured,USD,80.97,2.65,eli.cohen76@example.com,BATCH-261
PAY-0202-002974,ORD-0202-02837,2026-07-10 20:35:29,charge,captured,USD,181.65,5.57,liam.novak47@example.com,BATCH-102
PAY-0202-002707,ORD-0202-02573,2026-07-17 01:34:19,charge,captured,USD,32.04,1.23,dana.smith93@example.com,BATCH-172
PAY-0202-000159,ORD-0202-00153,2026-07-02 19:27:57,charge,failed,USD,323.64,0.00,sam.cohen92@example.com,BATCH-023
PAY-0202-002305,ORD-0202-02192,2026-07-25 08:53:32,charge,captured,USD,410.97,12.22,faye.mori65@example.com,BATCH-253
PAY-0202-002162,ORD-0202-02056,2026-07-21 20:21:19,charge,captured,USD,212.10,6.45,noah.brown47@example.com,BATCH-214
PAY-0202-002898,ORD-0202-02762,2026-07-03 21:59:42,charge,failed,USD,359.09,0.00,nina.rossi31@example.com,BATCH-032
PAY-0202-001874,ORD-0202-01779,2026-07-25 21:11:48,charge,captured,USD,120.81,3.80,hugo.chen33@example.com,BATCH-253
PAY-0202-002531,ORD-0202-02407,2026-07-25 22:22:53,charge,captured,USD,241.86,7.31,hugo.cohen57@example.com,BATCH-254
PAY-0202-003048,ORD-0202-02903,2026-07-09 00:57:50,charge,captured,USD,340.76,10.18,omar.weber1@example.com,BATCH-092
PAY-0202-003130,ORD-0202-02982,2026-07-30 19:56:55,refund,captured,USD,56.26,0.00,hugo.kim99@example.com,BATCH-303
PAY-0202-001427,ORD-0202-01352,2026-07-28 11:22:18,refund,captured,USD,380.21,0.00,eli.mori96@example.com,BATCH-281
PAY-0202-000132,ORD-0202-00125,2026-07-28 16:32:54,charge,captured,USD,97.66,3.13,liam.diaz35@example.com,BATCH-282
PAY-0202-001365,ORD-0202-01291,2026-07-04 23:27:30,charge,captured,EUR,459.31,13.62,eli.jones94@example.com,BATCH-043
PAY-0202-002900,ORD-0202-02763,2026-07-05 17:19:01,charge,captured,USD,96.37,3.09,hugo.brown32@example.com,BATCH-053
PAY-0202-001838,ORD-0202-01745,2026-07-10 06:32:11,charge,captured,USD,253.85,7.66,ivy.novak82@example.com,BATCH-101
PAY-0202-002396,ORD-0202-02281,2026-07-21 05:20:37,charge,failed,EUR,311.06,0.00,ava.mori65@example.com,BATCH-213
PAY-0202-000731,ORD-0202-00689,2026-07-30 12:11:51,refund,captured,EUR,31.33,0.00,ben.patel8@example.com,BATCH-304
PAY-0202-002495,ORD-0202-02371,2026-07-26 03:28:44,charge,captured,USD,253.63,7.66,max.kim16@example.com,BATCH-262
PAY-0202-001020,ORD-0202-00955,2026-07-12 05:05:41,charge,captured,USD,227.04,6.88,ivy.weber33@example.com,BATCH-124
PAY-0202-000002,ORD-0202-00001,2026-07-13 06:12:37,charge,captured,USD,175.98,5.40,nina.brown31@example.com,BATCH-131
PAY-0202-000718,ORD-0202-00678,2026-07-29 09:36:34,refund,captured,USD,45.21,0.00,max.levi50@example.com,BATCH-294
PAY-0202-002519,ORD-0202-02395,2026-07-06 09:18:19,charge,captured,USD,85.87,2.79,noah.jones18@example.com,BATCH-063
PAY-0202-002833,ORD-0202-02698,2026-07-11 19:41:23,charge,captured,USD,76.32,2.51,hugo.silva48@example.com,BATCH-114
PAY-0202-000115,ORD-0202-00108,2026-07-05 07:03:25,charge,captured,USD,306.53,9.19,hugo.patel60@example.com,BATCH-054
PAY-0202-002333,ORD-0202-02217,2026-07-27 14:26:35,charge,captured,EUR,200.43,6.11,max.jones19@example.com,BATCH-271
PAY-0202-003024,ORD-0202-02883,2026-07-05 10:58:38,charge,captured,EUR,31.36,1.21,amir.levi82@example.com,BATCH-051
PAY-0202-003095,ORD-0202-02948,2026-07-24 13:13:04,charge,captured,USD,16.28,0.77,eli.rossi32@example.com,BATCH-244
PAY-0202-002041,ORD-0202-01940,2026-07-29 01:02:22,charge,captured,USD,249.31,7.53,ava.jones54@example.com,BATCH-293
PAY-0202-000054,ORD-0202-00051,2026-07-05 13:24:50,charge,captured,EUR,17.70,0.81,omar.mori34@example.com,BATCH-052
PAY-0202-001653,ORD-0202-01572,2026-07-09 02:59:55,charge,captured,USD,21.50,0.92,faye.diaz23@example.com,BATCH-094
PAY-0202-002751,ORD-0202-02617,2026-07-05 07:47:02,charge,captured,USD,223.76,6.79,jack.rossi1@example.com,BATCH-052
PAY-0202-001866,ORD-0202-01773,2026-07-21 14:34:27,charge,captured,USD,337.01,10.07,liam.brown73@example.com,BATCH-213
PAY-0202-002137,ORD-0202-02032,2026-07-10 14:22:13,charge,captured,USD,405.65,12.06,dana.cohen76@example.com,BATCH-101
PAY-0202-002118,ORD-0202-02012,2026-07-08 10:12:19,charge,captured,EUR,195.70,5.98,hugo.jones22@example.com,BATCH-081
PAY-0202-000562,ORD-0202-00535,2026-07-28 08:44:49,charge,captured,USD,248.00,7.49,ben.mori54@example.com,BATCH-281
PAY-0202-001540,ORD-0202-01461,2026-07-02 09:40:01,charge,captured,EUR,162.36,5.01,rosa.khan78@example.com,BATCH-023
PAY-0202-001101,ORD-0202-01034,2026-07-25 20:55:41,charge,captured,USD,120.42,3.79,omar.garcia65@example.com,BATCH-253
PAY-0202-003093,ORD-0202-02947,2026-07-16 16:30:24,charge,failed,USD,20.25,0.00,lucy.smith50@example.com,BATCH-161
PAY-0202-001103,ORD-0202-01035,2026-07-22 10:44:43,charge,captured,EUR,213.45,6.49,lea.khan10@example.com,BATCH-221
PAY-0202-000298,ORD-0202-00285,2026-07-20 10:29:34,charge,captured,USD,284.02,8.54,lucy.brown47@example.com,BATCH-202
PAY-0202-001152,ORD-0202-01085,2026-07-16 16:51:04,charge,captured,USD,371.80,11.08,amir.patel80@example.com,BATCH-163
PAY-0202-002413,ORD-0202-02297,2026-07-19 23:30:24,charge,captured,USD,289.88,8.71,liam.patel47@example.com,BATCH-193
PAY-0202-002099,ORD-0202-01994,2026-07-12 18:53:49,charge,captured,USD,409.83,12.19,max.rossi5@example.com,BATCH-123
PAY-0202-000340,ORD-0202-00326,2026-07-04 13:55:29,charge,pending,USD,389.34,0.00,sam.chen71@example.com,BATCH-043
PAY-0202-000254,ORD-0202-00244,2026-07-18 10:51:15,charge,captured,EUR,186.31,5.70,omar.garcia65@example.com,BATCH-182
PAY-0202-001913,ORD-0202-01817,2026-07-13 17:18:01,charge,captured,USD,123.97,3.90,nina.levi24@example.com,BATCH-131
PAY-0202-003091,ORD-0202-02945,2026-07-25 08:30:34,charge,captured,USD,27.86,1.11,rosa.rossi81@example.com,BATCH-254
PAY-0202-002745,ORD-0202-02611,2026-07-19 01:10:12,charge,captured,USD,189.30,5.79,noah.khan40@example.com,BATCH-194
PAY-0202-002722,ORD-0202-02589,2026-07-23 20:34:16,charge,captured,USD,196.36,5.99,liam.mori38@example.com,BATCH-232
PAY-0202-002028,ORD-0202-01927,2026-07-24 16:01:43,charge,captured,EUR,195.52,5.97,ivy.brown17@example.com,BATCH-241
PAY-0202-000317,ORD-0202-00303,2026-07-03 22:16:19,charge,captured,USD,163.67,5.05,noah.jones58@example.com,BATCH-032
PAY-0202-000474,ORD-0202-00453,2026-07-09 07:56:22,charge,captured,USD,179.30,5.50,lucy.levi15@example.com,BATCH-094
PAY-0202-000636,ORD-0202-00603,2026-07-12 04:24:53,charge,captured,USD,85.95,2.79,hugo.cohen98@example.com,BATCH-123
PAY-0202-001875,ORD-0202-01780,2026-07-29 02:53:01,charge,captured,USD,462.18,13.70,eli.diaz2@example.com,BATCH-294
PAY-0202-002782,ORD-0202-02647,2026-07-12 07:17:11,charge,captured,USD,53.70,1.86,lea.cohen8@example.com,BATCH-121
PAY-0202-000360,ORD-0202-00346,2026-07-03 17:05:52,charge,captured,USD,211.60,6.44,noah.rossi2@example.com,BATCH-034
PAY-0202-000370,ORD-0202-00356,2026-07-04 11:34:08,charge,captured,USD,452.55,13.42,ben.chen18@example.com,BATCH-044
PAY-0202-001958,ORD-0202-01861,2026-07-10 00:30:42,charge,captured,USD,106.39,3.39,jack.chen85@example.com,BATCH-102
PAY-0202-000094,ORD-0202-00088,2026-07-19 14:17:30,charge,captured,USD,2644.08,76.98,dana.smith36@example.com,BATCH-194
PAY-0202-001081,ORD-0202-01013,2026-07-27 15:31:31,charge,failed,USD,458.44,0.00,eli.kim56@example.com,BATCH-272
PAY-0202-000931,ORD-0202-00872,2026-07-16 21:27:16,charge,captured,USD,111.97,3.55,ava.smith1@example.com,BATCH-163
PAY-0202-002525,ORD-0202-02402,2026-07-28 12:37:52,charge,failed,USD,269.53,0.00,amir.mori76@example.com,BATCH-283
PAY-0202-001147,ORD-0202-01080,2026-07-16 15:20:11,charge,captured,USD,308.20,9.24,zoe.patel42@example.com,BATCH-161
PAY-0202-002861,ORD-0202-02728,2026-07-25 14:26:19,charge,captured,USD,195.45,5.97,amir.novak70@example.com,BATCH-251
PAY-0202-000185,ORD-0202-00178,2026-07-19 22:16:53,charge,failed,USD,459.38,0.00,max.patel78@example.com,BATCH-191
PAY-0202-001158,ORD-0202-01091,2026-07-20 06:02:29,charge,captured,USD,240.74,7.28,liam.kim3@example.com,BATCH-201
PAY-0202-002705,ORD-0202-02572,2026-07-28 13:11:24,refund,captured,USD,271.83,0.00,lea.diaz10@example.com,BATCH-281
PAY-0202-000306,ORD-0202-00293,2026-07-12 19:22:44,charge,captured,USD,62.26,2.11,sam.jones64@example.com,BATCH-121
PAY-0202-000893,ORD-0202-00841,2026-07-14 05:27:40,charge,captured,USD,2893.87,84.22,lucy.silva37@example.com,BATCH-141
PAY-0202-001705,ORD-0202-01621,2026-07-16 16:15:40,charge,captured,USD,167.55,5.16,noah.weber27@example.com,BATCH-162
PAY-0202-000556,ORD-0202-00530,2026-07-27 01:28:30,charge,failed,USD,116.84,0.00,ivy.chen67@example.com,BATCH-274
PAY-0202-001877,ORD-0202-01782,2026-07-17 04:56:18,charge,captured,USD,205.02,6.25,mia.silva40@example.com,BATCH-171
PAY-0202-002068,ORD-0202-01963,2026-07-09 04:53:20,charge,captured,USD,334.04,9.99,ava.rossi56@example.com,BATCH-093
PAY-0202-003025,ORD-0202-02884,2026-07-24 01:00:06,charge,failed,EUR,223.53,0.00,rosa.kim35@example.com,BATCH-241
PAY-0202-000463,ORD-0202-00443,2026-07-28 22:17:04,charge,captured,USD,32.69,1.25,max.mori61@example.com,BATCH-284
PAY-0202-001337,ORD-0202-01264,2026-07-29 12:01:26,charge,captured,USD,357.57,10.67,lucy.mori97@example.com,BATCH-292
PAY-0202-002324,ORD-0202-02209,2026-07-24 02:16:19,charge,captured,USD,449.37,13.33,dana.chen58@example.com,BATCH-244
PAY-0202-002166,ORD-0202-02060,2026-07-02 09:28:37,charge,captured,USD,287.48,8.64,sam.weber46@example.com,BATCH-022
PAY-0202-002280,ORD-0202-02169,2026-07-27 22:48:13,charge,captured,USD,448.74,13.31,eli.novak37@example.com,BATCH-273
PAY-0202-000136,ORD-0202-00129,2026-07-25 11:13:03,charge,captured,USD,361.67,10.79,zoe.novak6@example.com,BATCH-254
PAY-0202-002443,ORD-0202-02325,2026-07-23 19:59:23,charge,captured,USD,177.09,5.44,liam.patel5@example.com,BATCH-232
PAY-0202-001782,ORD-0202-01693,2026-07-30 09:20:01,refund,captured,USD,360.63,0.00,sam.mori63@example.com,BATCH-301
PAY-0202-002653,ORD-0202-02521,2026-07-28 13:19:19,charge,captured,USD,424.56,12.61,lucy.weber6@example.com,BATCH-281
PAY-0202-000481,ORD-0202-00459,2026-07-28 13:13:20,refund,captured,USD,430.89,0.00,faye.novak65@example.com,BATCH-281
PAY-0202-002397,ORD-0202-02281,2026-07-22 19:48:37,charge,captured,EUR,311.06,9.32,ava.mori65@example.com,BATCH-221
PAY-0202-000919,ORD-0202-00863,2026-07-02 22:44:45,charge,captured,USD,355.99,10.62,ivy.diaz64@example.com,BATCH-023
PAY-0202-000828,ORD-0202-00783,2026-07-18 07:58:59,charge,captured,USD,349.89,10.45,mia.silva44@example.com,BATCH-182
PAY-0202-002330,ORD-0202-02215,2026-07-14 06:25:52,charge,captured,USD,73.89,2.44,jack.chen63@example.com,BATCH-143
PAY-0202-000482,ORD-0202-00460,2026-07-20 03:08:21,charge,captured,USD,170.88,5.26,faye.jones7@example.com,BATCH-201
PAY-0202-000951,ORD-0202-00892,2026-07-03 08:23:47,charge,captured,EUR,99.32,3.18,max.smith84@example.com,BATCH-034
PAY-0202-000139,ORD-0202-00131,2026-07-03 05:52:21,charge,captured,USD,354.62,10.58,omar.smith13@example.com,BATCH-034
PAY-0202-001626,ORD-0202-01544,2026-07-27 00:33:51,charge,captured,USD,427.30,12.69,lea.chen82@example.com,BATCH-271
PAY-0202-001598,ORD-0202-01518,2026-07-23 17:36:09,charge,captured,USD,260.68,7.86,omar.diaz8@example.com,BATCH-231
PAY-0202-001940,ORD-0202-01843,2026-07-17 12:01:40,charge,captured,EUR,440.93,13.09,eli.chen92@example.com,BATCH-171
PAY-0202-003096,ORD-0202-02948,2026-07-26 07:59:45,refund,captured,USD,10.55,0.00,eli.rossi32@example.com,BATCH-262
PAY-0202-001831,ORD-0202-01738,2026-07-27 04:53:19,charge,captured,USD,188.85,5.78,sam.rossi63@example.com,BATCH-271
PAY-0202-002111,ORD-0202-02006,2026-07-23 23:10:51,charge,captured,USD,262.80,7.92,max.silva25@example.com,BATCH-232
PAY-0202-001275,ORD-0202-01203,2026-07-26 13:06:09,charge,captured,USD,141.54,4.40,zoe.chen66@example.com,BATCH-262
PAY-0202-000501,ORD-0202-00478,2026-07-15 03:23:35,charge,captured,USD,472.38,14.00,ben.khan67@example.com,BATCH-153
PAY-0202-000047,ORD-0202-00043,2026-07-27 00:06:20,charge,captured,EUR,421.66,12.53,eli.khan43@example.com,BATCH-274
PAY-0202-000778,ORD-0202-00734,2026-07-29 16:01:13,refund,captured,USD,97.54,0.00,sam.rossi13@example.com,BATCH-293
PAY-0202-002298,ORD-0202-02186,2026-07-17 13:06:57,charge,captured,USD,209.53,6.38,ivy.cohen98@example.com,BATCH-171
PAY-0202-002236,ORD-0202-02125,2026-07-03 12:02:45,charge,failed,USD,271.33,0.00,amir.jones60@example.com,BATCH-033
PAY-0202-002680,ORD-0202-02549,2026-07-14 06:39:46,charge,captured,EUR,365.52,10.90,max.khan89@example.com,BATCH-142
PAY-0202-002053,ORD-0202-01950,2026-07-13 23:20:25,charge,captured,USD,18.78,0.84,jack.rossi65@example.com,BATCH-131
PAY-0202-002585,ORD-0202-02456,2026-07-21 19:19:38,charge,captured,USD,84.42,2.75,ben.kim42@example.com,BATCH-212
PAY-0202-002598,ORD-0202-02469,2026-07-09 03:00:26,charge,captured,USD,39.79,1.45,hugo.khan79@example.com,BATCH-093
PAY-0202-002185,ORD-0202-02075,2026-07-13 22:13:13,charge,captured,USD,317.78,9.52,faye.khan96@example.com,BATCH-133
PAY-0202-002641,ORD-0202-02510,2026-07-24 12:31:51,charge,captured,USD,318.02,9.52,ivy.mori80@example.com,BATCH-241
PAY-0202-002006,ORD-0202-01906,2026-07-21 09:20:22,charge,captured,USD,359.96,10.74,zoe.jones52@example.com,BATCH-211
PAY-0202-002378,ORD-0202-02263,2026-07-25 05:32:23,charge,captured,EUR,45.91,1.63,lea.diaz44@example.com,BATCH-252
PAY-0202-002482,ORD-0202-02362,2026-07-27 22:28:40,charge,failed,USD,398.61,0.00,mia.jones62@example.com,BATCH-272
PAY-0202-000563,ORD-0202-00536,2026-07-07 17:28:27,charge,pending,USD,442.29,0.00,amir.weber71@example.com,BATCH-073
PAY-0202-002889,ORD-0202-02753,2026-07-14 02:34:21,charge,captured,USD,200.80,6.12,zoe.rossi12@example.com,BATCH-144
PAY-0202-002318,ORD-0202-02204,2026-07-05 12:35:29,charge,captured,USD,363.09,10.83,rosa.novak43@example.com,BATCH-052
PAY-0202-000396,ORD-0202-00380,2026-07-16 06:51:47,refund,captured,USD,165.68,0.00,lucy.rossi14@example.com,BATCH-164
PAY-0202-001711,ORD-0202-01627,2026-07-27 20:19:50,charge,captured,EUR,256.97,7.75,lea.jones27@example.com,BATCH-273
PAY-0202-002201,ORD-0202-02089,2026-07-09 15:35:03,charge,captured,EUR,192.29,5.88,mia.brown62@example.com,BATCH-093
PAY-0202-000060,ORD-0202-00056,2026-07-17 08:09:44,charge,captured,USD,406.84,12.10,dana.garcia17@example.com,BATCH-174
PAY-0202-002988,ORD-0202-02851,2026-07-04 15:33:05,charge,captured,USD,15.93,0.76,hugo.mori23@example.com,BATCH-041
PAY-0202-001561,ORD-0202-01481,2026-07-03 00:35:40,charge,captured,USD,64.09,2.16,ava.khan23@example.com,BATCH-033
PAY-0202-002761,ORD-0202-02627,2026-07-25 11:04:23,charge,captured,USD,91.72,2.96,ivy.novak85@example.com,BATCH-254
PAY-0202-000392,ORD-0202-00377,2026-07-05 02:41:15,charge,captured,USD,116.94,3.69,faye.jones83@example.com,BATCH-053
PAY-0202-002141,ORD-0202-02035,2026-07-23 09:25:34,refund,captured,USD,8.94,0.00,mia.khan51@example.com,BATCH-231
PAY-0202-000936,ORD-0202-00876,2026-07-27 20:32:25,refund,captured,USD,300.64,0.00,jack.rossi1@example.com,BATCH-272
PAY-0202-003134,ORD-0202-02986,2026-07-07 18:49:42,charge,captured,USD,281.05,8.45,hugo.mori78@example.com,BATCH-071
PAY-0202-001763,ORD-0202-01676,2026-07-29 10:53:32,charge,captured,USD,317.17,9.50,jack.patel48@example.com,BATCH-292
PAY-0202-001343,ORD-0202-01269,2026-07-03 08:44:40,charge,captured,USD,161.79,4.99,noah.weber58@example.com,BATCH-031
PAY-0202-001150,ORD-0202-01083,2026-07-16 13:09:28,charge,captured,USD,18.47,0.84,sam.brown14@example.com,BATCH-161
PAY-0202-000074,ORD-0202-00069,2026-07-18 05:51:09,charge,captured,USD,128.82,4.04,nina.weber38@example.com,BATCH-184
PAY-0202-000214,ORD-0202-00207,2026-07-07 10:58:19,charge,failed,USD,77.56,0.00,zoe.weber66@example.com,BATCH-072
PAY-0202-000974,ORD-0202-00911,2026-07-28 04:24:58,charge,captured,USD,452.96,13.44,lucy.diaz40@example.com,BATCH-283
PAY-0202-001637,ORD-0202-01555,2026-07-05 09:28:18,charge,captured,USD,2179.96,63.52,max.brown22@example.com,BATCH-054
PAY-0202-002033,ORD-0202-01932,2026-07-07 16:14:09,charge,captured,EUR,430.81,12.79,faye.jones43@example.com,BATCH-073
PAY-0202-003153,ORD-0202-02327,2026-07-27 11:32:12,charge,captured,USD,204.50,6.23,amir.khan5@example.com,BATCH-RP9
PAY-0202-000596,ORD-0202-00565,2026-07-12 14:47:22,charge,captured,USD,478.51,14.18,dana.jones94@example.com,BATCH-124
PAY-0202-000673,ORD-0202-00637,2026-07-06 22:54:28,charge,captured,USD,385.73,11.49,dana.jones37@example.com,BATCH-061
PAY-0202-002281,ORD-0202-02170,2026-07-12 17:10:48,charge,captured,USD,470.03,13.93,eli.jones41@example.com,BATCH-123
PAY-0202-002885,ORD-0202-02749,2026-07-07 15:25:01,charge,captured,USD,236.72,7.16,zoe.jones21@example.com,BATCH-074
PAY-0202-000771,ORD-0202-00728,2026-07-04 16:31:28,charge,pending,USD,367.00,0.00,dana.jones5@example.com,BATCH-044
PAY-0202-002155,ORD-0202-02050,2026-07-04 21:57:03,charge,captured,USD,141.21,4.40,ben.khan85@example.com,BATCH-041
PAY-0202-001116,ORD-0202-01046,2026-07-30 09:36:00,charge,captured,USD,403.43,12.00,dana.jones80@example.com,BATCH-302
PAY-0202-001074,ORD-0202-01006,2026-07-13 14:41:51,charge,captured,EUR,427.95,12.71,liam.mori37@example.com,BATCH-134
PAY-0202-002508,ORD-0202-02384,2026-07-26 19:09:14,charge,captured,USD,265.55,8.00,noah.novak49@example.com,BATCH-262
PAY-0202-002786,ORD-0202-02652,2026-07-11 07:39:18,charge,captured,USD,387.23,11.53,max.diaz66@example.com,BATCH-111
PAY-0202-000170,ORD-0202-00164,2026-07-20 02:50:52,charge,captured,USD,27.08,1.09,hugo.novak23@example.com,BATCH-203
PAY-0202-002269,ORD-0202-02158,2026-07-03 16:58:22,charge,captured,USD,211.44,6.43,amir.diaz76@example.com,BATCH-031
PAY-0202-001005,ORD-0202-00940,2026-07-21 05:09:41,charge,captured,EUR,2350.64,68.47,hugo.silva95@example.com,BATCH-213
PAY-0202-000519,ORD-0202-00494,2026-07-24 16:09:40,charge,captured,USD,202.84,6.18,hugo.diaz33@example.com,BATCH-242
PAY-0202-002704,ORD-0202-02572,2026-07-21 01:44:34,charge,captured,USD,474.09,14.05,lea.diaz10@example.com,BATCH-211
PAY-0202-001659,ORD-0202-01578,2026-07-09 04:39:52,charge,captured,USD,154.60,4.78,omar.patel52@example.com,BATCH-092
PAY-0202-003064,ORD-0202-02918,2026-07-15 05:28:23,charge,captured,USD,1235.89,36.14,ivy.levi51@example.com,BATCH-154
PAY-0202-001484,ORD-0202-01408,2026-07-03 08:07:41,charge,captured,USD,475.69,14.10,amir.mori55@example.com,BATCH-033
PAY-0202-001098,ORD-0202-01031,2026-07-15 09:30:18,refund,captured,USD,308.79,0.00,lea.khan64@example.com,BATCH-154
PAY-0202-000008,ORD-0202-00006,2026-07-16 22:15:37,charge,captured,USD,70.84,2.35,lucy.rossi29@example.com,BATCH-164
PAY-0202-003070,ORD-0202-02925,2026-07-20 21:43:24,charge,captured,USD,84.39,2.75,noah.weber75@example.com,BATCH-201
PAY-0202-002594,ORD-0202-02465,2026-07-23 10:36:14,charge,captured,USD,26.20,1.06,lucy.novak23@example.com,BATCH-232
PAY-0202-000832,ORD-0202-00786,2026-07-27 21:07:59,refund,captured,USD,122.20,0.00,faye.jones31@example.com,BATCH-272
PAY-0202-000198,ORD-0202-00191,2026-07-18 07:02:29,charge,captured,USD,115.13,3.64,liam.novak51@example.com,BATCH-184
PAY-0202-000544,ORD-0202-00517,2026-07-19 15:55:13,charge,captured,USD,309.98,9.29,faye.smith45@example.com,BATCH-191
PAY-0202-002247,ORD-0202-02135,2026-07-16 16:00:41,charge,pending,USD,477.74,0.00,dana.patel13@example.com,BATCH-164
PAY-0202-003023,ORD-0202-02882,2026-07-19 22:01:44,charge,captured,USD,335.16,10.02,omar.mori6@example.com,BATCH-191
PAY-0202-000773,ORD-0202-00731,2026-07-03 20:20:56,charge,captured,USD,466.35,13.82,ava.jones18@example.com,BATCH-031
PAY-0202-000105,ORD-0202-00096,2026-07-29 19:15:28,charge,captured,EUR,331.20,9.90,eli.jones40@example.com,BATCH-294
PAY-0202-002011,ORD-0202-01911,2026-07-29 00:38:52,charge,captured,USD,122.65,3.86,hugo.novak99@example.com,BATCH-292
PAY-0202-000649,ORD-0202-00614,2026-07-15 20:46:19,charge,captured,USD,472.66,14.01,noah.khan69@example.com,BATCH-154
PAY-0202-001585,ORD-0202-01505,2026-07-23 14:28:40,charge,captured,EUR,20.36,0.89,ben.mori5@example.com,BATCH-233
PAY-0202-001059,ORD-0202-00990,2026-07-06 21:55:31,charge,captured,USD,393.32,11.71,eli.garcia41@example.com,BATCH-061
PAY-0202-001440,ORD-0202-01366,2026-07-05 16:55:32,charge,captured,EUR,155.80,4.82,max.levi43@example.com,BATCH-052
PAY-0202-001090,ORD-0202-01022,2026-07-05 12:33:45,charge,captured,USD,134.28,4.19,omar.levi25@example.com,BATCH-053
PAY-0202-002467,ORD-0202-02346,2026-07-28 04:10:50,charge,captured,USD,59.18,2.02,liam.khan45@example.com,BATCH-282
PAY-0202-002939,ORD-0202-02800,2026-07-20 10:51:30,charge,captured,USD,426.67,12.67,eli.smith41@example.com,BATCH-202
PAY-0202-002979,ORD-0202-02842,2026-07-08 03:18:07,charge,captured,USD,381.06,11.35,dana.novak96@example.com,BATCH-083
PAY-0202-000247,ORD-0202-00237,2026-07-26 18:53:39,charge,captured,USD,143.19,4.45,mia.brown61@example.com,BATCH-264
PAY-0202-001028,ORD-0202-00962,2026-07-20 17:05:55,charge,captured,USD,214.79,6.53,lea.rossi11@example.com,BATCH-202
PAY-0202-000325,ORD-0202-00311,2026-07-09 03:09:07,charge,captured,USD,408.88,12.16,rosa.mori57@example.com,BATCH-094
PAY-0202-001562,ORD-0202-01482,2026-07-10 14:44:46,charge,captured,USD,206.38,6.29,max.silva27@example.com,BATCH-101
PAY-0202-001624,ORD-0202-01541,2026-07-07 09:30:05,charge,captured,USD,370.53,11.05,liam.brown87@example.com,BATCH-072
PAY-0202-002323,ORD-0202-02208,2026-07-20 17:13:45,charge,captured,USD,344.60,10.29,max.weber55@example.com,BATCH-202
PAY-0202-002480,ORD-0202-02360,2026-07-17 22:37:17,charge,captured,USD,301.65,9.05,jack.kim30@example.com,BATCH-171
PAY-0202-002261,ORD-0202-02149,2026-07-15 19:04:00,charge,captured,USD,93.43,3.01,lea.smith92@example.com,BATCH-152
PAY-0202-002595,ORD-0202-02466,2026-07-11 06:43:03,charge,captured,EUR,109.03,3.46,lucy.jones45@example.com,BATCH-112
PAY-0202-002426,ORD-0202-02309,2026-07-20 09:10:11,charge,captured,USD,277.97,8.36,liam.silva92@example.com,BATCH-204
PAY-0202-002769,ORD-0202-02635,2026-07-26 13:40:00,charge,captured,USD,85.57,2.78,omar.brown81@example.com,BATCH-262
PAY-0202-001775,ORD-0202-01687,2026-07-23 02:13:51,charge,pending,USD,436.78,0.00,mia.levi88@example.com,BATCH-234
PAY-0202-000114,ORD-0202-00106,2026-07-22 12:02:27,charge,captured,USD,241.30,7.30,amir.brown88@example.com,BATCH-221
PAY-0202-001979,ORD-0202-01880,2026-07-19 20:04:17,charge,captured,EUR,151.96,4.71,hugo.brown77@example.com,BATCH-193
PAY-0202-000759,ORD-0202-00714,2026-07-08 01:02:07,charge,captured,USD,420.94,12.51,ava.kim49@example.com,BATCH-083
PAY-0202-000121,ORD-0202-00114,2026-07-05 01:19:13,charge,captured,USD,1412.20,41.25,liam.mori74@example.com,BATCH-053
PAY-0202-000476,ORD-0202-00455,2026-07-08 15:01:17,charge,captured,USD,403.99,12.02,rosa.diaz63@example.com,BATCH-082
PAY-0202-001810,ORD-0202-01718,2026-07-30 07:28:43,charge,captured,USD,462.77,13.72,ben.patel85@example.com,BATCH-301
PAY-0202-002630,ORD-0202-02499,2026-07-25 22:48:25,charge,captured,USD,72.85,2.41,lucy.weber83@example.com,BATCH-252
PAY-0202-001778,ORD-0202-01690,2026-07-12 09:41:19,charge,captured,EUR,163.39,5.04,ben.garcia91@example.com,BATCH-121
PAY-0202-000727,ORD-0202-00686,2026-07-14 16:48:20,charge,captured,USD,278.04,8.36,ben.brown52@example.com,BATCH-144
PAY-0202-002282,ORD-0202-02171,2026-07-13 08:21:10,charge,captured,USD,23.74,0.99,faye.brown11@example.com,BATCH-134
PAY-0202-003143,ORD-0202-02995,2026-07-26 05:16:53,charge,captured,USD,92.74,2.99,nina.kim84@example.com,BATCH-264
PAY-0202-001306,ORD-0202-01235,2026-07-09 15:29:33,charge,captured,EUR,336.44,10.06,omar.diaz76@example.com,BATCH-094
